,car_name,s_driven,fuel_type,city,year_of_manufacture,car_price_in_rupees,car_name2
1744,Hyundai Creta S 1.5 Petrol [2020-2022],16000,1,13,2021,13.25,222
1745,Maruti Suzuki Baleno Zeta 1.2,57052,1,7,2016,4.83,520
1746,Maruti Suzuki Vitara Brezza ZDi Plus,50802,0,12,2019,10.22,634
1747,Hyundai i20 Magna 1.2,45195,1,8,2014,3.75,355
1748,Maruti Suzuki Wagon R 1.0 LXI CNG,86955,3,12,2018,4.2,641
1749,Kia Sonet GTX Plus 1.0 iMT [2020-2021],20879,1,7,2020,11.04,404
1750,Hyundai Elite i20 Sportz 1.2 (O),5000,1,13,2016,5.95,255
1751,Maruti Suzuki Wagon R 1.0 VXI,44480,1,7,2014,2.99,646
1752,Hyundai Santro Sportz CNG [2018-2020],39717,3,12,2018,5.29,295
1753,Mahindra TUV300 T8,32549,0,7,2017,6.23,466
1754,Skoda Laura Ambition 2.0 TDI CR AT,140037,0,8,2013,4.25,763
1755,Mahindra Thar LX Hard Top Petrol AT,10900,1,0,2020,15.75,473
1756,Audi Q3 35 TDI quattro Technology,90000,0,0,2015,14.9,33
1757,Maruti Suzuki XL6 Alpha MT Petrol,38598,1,13,2020,9.9,658
1758,Toyota Innova Crysta GX 2.4 7 STR,12039,0,0,2020,21.5,891
1759,Tata Tigor EV XZ Plus,17294,2,13,2021,11.35,849
1760,Skoda Superb Elegance 1.8 TSI AT,135000,Petrol ,14,2010,8,786
1761,Maruti Suzuki Swift VXi [2014-2017],46027,1,6,2019,6.95,624
1762,Renault Duster RXL Petrol,46525,1,12,2014,4.8,735
1763,Tata Harrier XZ [2019-2020],24500,0,0,2019,15.51,801
1764,Honda City VX CVT,48793,1,13,2016,7.75,173
1765,Hyundai i10 Sportz 1.2 Kappa2,85500,1,13,2014,3.25,346
1766,Maruti Suzuki Swift VXi ABS,34088,1,2,2017,6.89,621
1767,Maruti Suzuki Baleno Delta 1.2,19921,1,12,2019,7.19,512
1768,Honda Brio V MT,75000,1,0,2012,2.39,152
1769,Maruti Suzuki Alto K10 VXi,99203,1,6,2012,2.6,502
1770,Jeep Compass Limited 2.0 Diesel [2017-2020],57000,0,0,2019,13.5,374
1771,Hyundai Grand i10 Magna 1.0 Kappa VTVT LPG [2014-2016],34810,LPG,2,2015,4.75,272
1772,Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],35829,1,8,2018,8.45,546
1773,Audi A4 2.0 TDI (143bhp),89332,0,0,2013,13.5,8
1774,Audi Q7 45 TDI Technology Pack,22000,0,7,2019,54,41
1775,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],59706,0,8,2016,8.21,636
1776,BMW X1 sDrive20d,75000,0,0,2011,8,63
1777,Hyundai Elite i20 Magna Plus 1.4 CRDi,58262,0,4,2018,5.94,253
1778,Kia Sonet HTK Plus 1.5 AT,9914,0,13,2021,15.5,407
1779,Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],81298,1,12,2015,4.96,267
1780,BMW X1 sDrive20d xLine,29221,0,2,2019,37.85,66
1781,Hyundai Creta E Plus 1.6 Petrol,34766,1,8,2017,8.29,219
1782,Maruti Suzuki Wagon R 1.0 VXI,20138,1,6,2014,3.41,646
1783,Honda WR-V VX MT Petrol,47000,1,7,2017,6.49,202
1784,Hyundai Grand i10 Sportz 1.2 Kappa VTVT Dual Tone,27113,1,2,2019,6.59,286
1785,Maruti Suzuki Wagon R ZXI 1.2 AGS,7506,1,2,2020,6.99,656
1786,Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],48969,0,13,2018,18.9,889
1787,Honda Amaze 1.2 S MT Petrol [2018-2020],77200,1,13,2018,5.85,134
1788,Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],34258,1,8,2016,5.41,267
1789,Hyundai Elite i20 Asta 1.2,54136,1,7,2015,4.46,239
1790,Hyundai Elite i20 Magna Executive 1.2,28000,1,0,2017,6.75,252
1791,Volkswagen Vento Comfortline Diesel AT,56000,0,13,2014,5.5,925
1792,MG Hector Plus Sharp 1.5 Petrol Turbo DCT 6-STR,19000,1,7,2021,17,433
1793,Maruti Suzuki Wagon R 1.0 VXI+ (O),84065,1,12,2018,4.67,649
1794,Maruti Suzuki Ertiga VXi AT,37523,1,8,2019,10.45,582
1795,Maruti Suzuki Wagon R 1.0 LXI CNG,64942,3,4,2017,4.06,641
1796,Maruti Suzuki Vitara Brezza ZDi Plus,82000,0,0,2018,8.75,634
1797,Hyundai i20 Magna 1.2,41123,1,4,2011,2.59,355
1798,Chevrolet Cruze LTZ AT,72000,0,0,2015,6.9,77
1799,Maruti Suzuki Ritz Zxi BS-IV,65247,1,4,2014,3.21,599
1800,Honda Brio VX AT,56861,1,0,2017,5.75,153
1801,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],41100,1,0,2018,5.45,288
1802,Maruti Suzuki Wagon R 1.0 VXI,56932,1,7,2014,2.99,646
1803,Toyota Camry Hybrid,20000,1,7,2017,18.9,852
1804,Honda City VX CVT,4275,1,13,2021,14.5,173
1805,Hyundai Elite i20 Sportz 1.2,20281,1,8,2017,5.91,254
1806,Maruti Suzuki Baleno Delta 1.2,46310,1,7,2019,5.68,512
1807,Maruti Suzuki Ritz Vxi BS-IV,60000,1,7,2014,2.5,598
1808,Tata Nexon XT [2017-2019],16449,1,7,2018,6.9,817
1809,Jeep Compass Limited Plus Petrol AT [2018-2020],27000,1,8,2019,18.75,378
1810,Tata Tigor Revotron XZ,15122,1,3,2021,7.09,850
1811,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,5221,1,2,2015,5.69,283
1812,Hyundai Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],35000,1,13,2016,5.95,269
1813,Toyota Corolla Altis G AT Petrol,67800,1,10,2015,10.25,856
1814,Hyundai Creta E Plus 1.6 Petrol,34841,1,6,2018,10.5,219
1815,Maruti Suzuki Ciaz S 1.4 MT,22217,1,0,2017,7.15,553
1816,Tata Tiago XZ Plus,17817,1,2,2020,6.79,846
1817,Kia Seltos HTX 1.5 [2020-2021],13969,1,2,2020,15.45,401
1818,Hyundai i20 Asta (O) 1.2 MT,13626,1,13,2021,9.6,350
1819,Maruti Suzuki Wagon R 1.0 VXI,31316,1,7,2014,3.32,646
1820,Maruti Suzuki Dzire VDi,7050,0,13,2018,7.25,566
1821,Honda City 1.5 S MT,74000,1,8,2012,3.95,156
1822,Hyundai Elite i20 Asta 1.2 (O) [2019-2020],24737,1,4,2019,8.01,242
1823,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],29147,0,6,2019,9.45,631
1824,Hyundai Creta E Plus 1.4 CRDI,48976,0,12,2017,9.7,218
1825,Hyundai Creta SX Plus 1.6  Petrol,39240,1,13,2017,9.25,231
1826,Maruti Suzuki Alto 800 Lxi,70153,1,7,2018,2.81,495
1827,Hyundai Elite i20 Magna Executive 1.2,16398,1,13,2019,6.75,252
1828,Honda Amaze 1.2 S i-VTEC,65636,1,12,2014,3.9,135
1829,Hyundai Elite i20 Asta 1.2 (O) [2016],30000,1,7,2017,5.75,241
1830,Hyundai i10 Magna 1.2 Kappa2,26916,1,13,2012,2.45,343
1831,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],34000,1,13,2019,5.4,275
1832,Hyundai Venue SX (O) 1.5 CRDi,16100,0,1,2021,11.5,307
1833,Honda City SV CVT,36623,1,13,2015,6.5,165
1834,Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],1374,3,8,2021,6.45,576
1835,Honda City ZX CVT Petrol,12372,1,6,2021,15.9,177
1836,Maruti Suzuki Ciaz Alpha Hybrid 1.5 [2018-2020],10200,1,7,2020,8.5,546
1837,Maruti Suzuki S-Presso VXi Plus,28224,1,8,2020,4.65,606
1838,Maruti Suzuki Wagon R 1.0 LXI CNG,45116,3,12,2017,4.51,641
1839,Mercedes-Benz CLA 200 Petrol Sport,37000,1,0,2018,25.9,675
1840,MG Hector Sharp 1.5 Petrol CVT,14000,1,8,2021,18.75,435
1841,Honda City V CVT Petrol [2017-2019],59053,1,0,2017,7.3,169
1842,Audi A4 2.0 TDI (143 bhp),73562,0,6,2012,15,7
1843,Mercedes-Benz GLE 350 d,75176,0,6,2015,38.5,696
1844,Toyota Corolla Altis VL AT Petrol,34316,1,7,2018,13.94,861
1845,Hyundai Elite i20 Asta 1.2,42825,1,2,2018,7.79,239
1846,Toyota Innova Crysta ZX 2.4 AT 7 STR,23439,0,13,2021,29.75,893
1847,Jeep Grand Cherokee SRT [2016-2020],47300,1,7,2017,53,384
1848,MG ZS EV Exclusive [2020-2021],57946,2,2,2020,19.19,442
1849,Mahindra Marazzo M6 Plus 8 STR,36700,0,3,2021,14.85,460
1850,Land Rover Range Rover Sport SE 3.0 Diesel [2018-2020],36000,0,2,2019, 1.36 Crore,423
1851,Maruti Suzuki Wagon R 1.0 VXI,19021,1,7,2018,4.11,646
1852,Toyota Etios Liva GD,65243,0,2,2013,5.4,867
1853,Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],68700,0,6,2020,18.5,394
1854,MG Hector Sharp 2.0 Diesel [2019-2020],28679,0,2,2019,16.99,438
1855,Tata Nexon XM,27499,1,3,2020,9.29,813
1856,Maruti Suzuki Vitara Brezza VDi,86908,0,13,2016,7,630
1857,Volkswagen Passat 1.8L TSI,55460,1,7,2010,3.35,910
1858,Ford EcoSport Titanium 1.5L Ti-VCT AT,54310,1,8,2017,6.79,109
1859,Honda City ZX CVT Petrol [2017-2019],58165,1,12,2017,10.09,178
1860,Mercedes-Benz GLE 300d 4MATIC LWB,34000,0,12,2020,86,695
1861,Kia Sonet GTX Plus 1.0 iMT [2020-2021],12800,1,0,2022,12.5,404
1862,Hyundai Accent Executive,57704,1,6,2011,2.7,203
1863,Honda City ZX CVT Petrol,6116,1,12,2022,16.06,177
1864,Honda Brio S MT,81000,1,9,2013,2.95,151
1865,MG Astor Sharp 1.5 MT,2200,1,2,2022,15.49,429
1866,Mahindra Marazzo M2 8 STR,9238,0,7,2021,11.36,456
1867,Hyundai Verna Fluidic 1.6 VTVT SX,84344,1,4,2013,3.91,322
1868,Tata Harrier XZ [2019-2020],47082,0,2,2019,16.95,801
1869,Hyundai i20 Asta 1.2,41429,1,12,2012,4.3,353
1870,Hyundai Xcent SX 1.1 CRDi (O),73000,Diesel ,14,2015,5,333
1871,Maruti Suzuki Swift VDi,62000,0,13,2017,6.1,618
1872,Ford EcoSport Trend 1.5 TDCi,74529,0,7,2014,4.51,112
1873,Skoda Rapid TSI Style AT,46807,1,2,2020,11.25,783
1874,Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],25971,1,13,2017,5.7,285
1875,Maruti Suzuki Dzire VXi,43100,1,0,2018,6.11,568
1876,MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,20264,0,13,2021,42.85,430
1877,Maruti Suzuki Ciaz ZXi  AT,75000,1,13,2016,6.5,561
1878,Honda City V,20580,1,7,2019,8.15,168
1879,Hyundai Creta 1.6 S Petrol,28596,1,4,2019,11.67,208
1880,Honda Amaze 1.2 SX i-VTEC,48333,1,2,2014,5.09,136
1881,Mahindra XUV500 W6 AT,74000,0,0,2017,9.5,484
1882,Toyota Corolla H2 1.8E,140000,1,10,2005,2,862
1883,Maruti Suzuki Vitara Brezza VDi,42000,0,13,2016,7.4,630
1884,Honda Jazz V AT Petrol,26786,1,8,2016,5.9,191
1885,Maruti Suzuki Celerio VXi,36415,1,12,2016,4.43,524
1886,Mercedes-Benz GLE 250 d,42000,0,12,2018,54,694
1887,Honda City ZX CVT Petrol,7747,1,8,2021,15.11,177
1888,Maruti Suzuki Swift ZXi,18619,1,12,2019,7.34,627
1889,Mercedes-Benz GLE 350 d,55000,0,0,2017,47,696
1890,Hyundai i10 Sportz 1.2 AT Kappa2,36000,1,8,2012,3.45,345
1891,Renault Kwid 1.0 RXT [2016-2019],2066,1,8,2020,4.75,744
1892,Audi Q2 Premium Plus I 40 TFSI quattro,10700,1,0,2020,30.5,24
1893,Maruti Suzuki Dzire VXi AMT,48000,1,13,2018,6.6,569
1894,Maruti Suzuki Baleno Delta 1.2,48702,1,4,2016,4.98,512
1895,Honda City V,87693,1,12,2016,6.75,168
1896,Tata Nexon XMA (S),14836,1,0,2021,10.25,814
1897,Tata Harrier Kaziranga XZA Plus,16000,0,0,2022,22.9,796
1898,Hyundai Elite i20 Asta 1.2,53864,1,2,2018,7.21,239
1899,Hyundai Elite i20 Sportz 1.2,14546,1,2,2019,8.39,254
1900,Honda Amaze 1.2 VX i-VTEC,87150,1,12,2017,5.05,141
1901,Maruti Suzuki Celerio VXi CNG [2017-2019],50889,3,12,2018,5.25,532
1902,Toyota Etios G,70000,1,9,2011,2.75,864
1903,Audi A4 35 TDI Premium Plus,47555,0,2,2018,32.75,14
1904,Datsun redi-GO T [2016-2019],63225,1,6,2016,2.7,88
1905,Mahindra KUV100 NXT K6 Plus 6 STR [2017-2020],60132,1,7,2020,4.92,454
1906,BMW 5 Series 520d Luxury Line,42465,0,7,2016,20.99,52
1907,Mercedes-Benz C-Class 220 BlueEfficiency,64304,0,7,2013,10.95,666
1908,Audi A6 35 TDI Matrix,79059,0,0,2016,24,20
1909,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,18590,3,13,2021,7.25,280
1910,Hyundai Creta 1.6 SX Plus,75000,0,4,2016,8.75,212
1911,Jeep Compass Longitude 2.0 Diesel [2017-2020],70400,0,2,2017,14.99,380
1912,Honda City V Petrol [2017-2019],79938,1,13,2017,7.6,171
1913,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],70000,0,6,2019,13,476
1914,MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,24600,0,2,2020,41.99,430
1915,Maruti Suzuki Baleno Alpha 1.2,56800,1,4,2016,5.24,509
1916,Maruti Suzuki Vitara Brezza VDi,48174,0,13,2018,8.25,630
1917,Volkswagen Polo GT TSI,52000,1,6,2019,9.25,914
1918,Renault Captur RXT Petrol Dual Tone,34000,1,8,2018,6.9,722
1919,BMW X1 sDrive20d M Sport,16000,0,6,2019,39,65
1920,Maruti Suzuki Ritz Vdi BS-IV,92000,0,6,2012,3.45,596
1921,Maruti Suzuki Alto 800 Lxi,70661,1,12,2015,2.69,495
1922,Hyundai Verna SX 1.5 VTVT,11000,1,7,2021,11.5,327
1923,Maruti Suzuki Swift DZire ZDI,89000,0,3,2014,5.5,611
1924,Ford Endeavour Titanium 3.2 4x4 AT,45000,0,4,2018,31.43,115
1925,Mercedes-Benz GLA 200 Sport,53000,1,8,2017,21.75,688
1926,Nissan Terrano XL (D),85000,0,8,2015,5.75,715
1927,Maruti Suzuki Swift VXi,46000,1,0,2012,3.34,620
1928,Maruti Suzuki Dzire VXi,45000,1,7,2021,6.75,568
1929,Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],48381,1,13,2018,13.41,370
1930,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],20225,1,4,2018,4.82,275
1931,Toyota Corolla Altis VL AT Petrol,25914,1,12,2018,16.5,861
1932,Mercedes-Benz GLE 250 d,50012,0,0,2018,55,694
1933,MG Hector Smart 1.5 DCT Petrol [2019-2020],9700,1,2,2019,14.99,441
1934,Kia Seltos GTX Plus AT 1.4 [2019-2020],8000,1,8,2021,18.65,393
1935,Hyundai Elite i20 Asta 1.2 (O) [2016],47452,1,0,2016,6.2,241
1936,Honda Jazz V Petrol,10861,1,6,2016,5.95,193
1937,Maruti Suzuki SX4 VXI CNG BS-IV,76000,3,4,2010,1.71,607
1938,Maruti Suzuki A-Star VXI,15000,1,1,2013,2.95,489
1939,Mahindra Marazzo M6 Plus 7 STR,10616,0,7,2020,11.37,459
1940,Hyundai i20 Asta (O) 1.0 Turbo DCT,10530,1,2,2021,11.95,349
1941,Honda Civic 1.8S MT,62500,1,13,2012,3.49,182
1942,Kia Seltos GTX Plus 1.4 DCT,7358,1,2,2021,19.95,391
1943,Citroen C5 Aircross Shine,27000,0,6,2021,35,80
1944,Honda City 1.5 V MT,95000,1,8,2010,3.1,157
1945,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],36234,1,7,2018,4.15,275
1946,Maruti Suzuki Alto 800 LXi CNG [2019-2020],54765,3,12,2019,3.89,494
1947,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],58000,1,13,2017,4.65,276
1948,Hyundai Santro Sportz AMT [2018-2020],13772,1,2,2018,5.89,294
1949,Hyundai Grand i10 Magna 1.2 Kappa VTVT CNG [2019-2020],8423,3,12,2021,7.78,274
1950,Ford Endeavour Titanium 3.2 4x4 AT,47000,0,8,2018,31.5,115
1951,Hyundai Verna 1.6 CRDI SX (O),45000,0,0,2019,10.9,315
1952,Mahindra Scorpio VLX 2WD Airbag BS-IV,127000,0,6,2014,6.15,465
1953,Honda City V,21946,1,13,2015,6.15,168
1954,Hyundai Elite i20 Asta 1.4 (O) CRDi,91,0,0,2015,5.51,245
1955,Ford EcoSport Titanium 1.5 TDCi,59685,0,7,2013,4.34,104
1956,Skoda Superb L&K TSI AT,14500,1,12,2021,34.9,788
1957,Maruti Suzuki Ertiga ZDI + SHVS,65917,0,6,2018,10.8,585
1958,Maruti Suzuki Wagon R VXi 1.0 [2019-2019],34124,1,7,2018,4.25,654
1959,Maruti Suzuki Celerio VXi [2019-2020],25834,1,4,2019,4.86,534
1960,Maruti Suzuki Alto K10 LXi,58073,1,4,2014,2.36,500
1961,Maruti Suzuki Wagon R 1.0 VXi,52002,1,2,2013,3.57,651
1962,Hyundai Tucson GLS 4WD AT Diesel,17852,0,0,2018,19.9,302
1963,Volkswagen Tiguan Highline TDI,41797,0,13,2018,24.95,923
1964,Jaguar XF 2.2 Diesel Luxury,36000,0,7,2014,19.5,368
1965,Honda Amaze 1.2 S i-VTEC,37206,1,12,2016,5.21,135
1966,Maruti Suzuki Wagon R 1.0 LXi CNG,106900,3,13,2013,3.35,644
1967,Hyundai Elite i20 Asta 1.2,46000,1,13,2017,6.4,239
1968,BMW X4 xDrive20d M Sport X [2019-2020],13600,0,0,2020,62.5,70
1969,Maruti Suzuki Vitara Brezza VDi,69812,0,4,2018,7.35,630
1970,Maruti Suzuki Vitara Brezza VDi,33747,0,4,2019,8.01,630
1971,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],36122,1,7,2015,3.6,275
1972,Maruti Suzuki Wagon R 1.0 VXI AMT,38447,1,13,2019,4.75,648
1973,Hyundai Elite i20 Sportz 1.2,18000,1,13,2017,6.35,254
1974,Hyundai i10 Magna 1.2 Kappa2,63000,1,8,2013,2.95,343
1975,Hyundai Grand i10 Nios Magna 1.2 Kappa VTVT,24736,1,12,2020,7.12,278
1976,Ford Endeavour Titanium 3.2 4x4 AT,25160,0,4,2018,31.89,115
1977,Audi Q3 35 TDI Premium + Sunroof,76840,0,6,2016,21.5,30
1978,BMW X1 sDrive20i xLine,19000,1,12,2021,41.9,67
1979,Maruti Suzuki Wagon R 1.0 VXI AMT,56000,1,13,2015,4.5,648
1980,Hyundai i10 1.1L iRDE Magna Special Edition,26250,1,4,2015,3.59,337
1981,Hyundai i10 Magna,43278,1,6,2008,2.5,340
1982,Hyundai Creta 1.6 SX Plus AT Petrol,58676,1,8,2018,12.75,214
1983,Maruti Suzuki Dzire VXi,30663,1,3,2019,6.41,568
1984,Maruti Suzuki Swift DZire VXI,71138,1,13,2013,4.15,610
1985,Ford EcoSport Titanium + 1.5L Ti-VCT AT [2019-2020],17002,1,2,2019,10.85,101
1986,Skoda Yeti Active 2.0 TDI CR 4x2,86000,0,0,2012,3.49,790
1987,Hyundai Santro Xing XG AT,74000,1,10,2007,3,300
1988,Maruti Suzuki Alto K10 VXi,15685,1,12,2012,2.34,502
1989,Tata Tiago XE,100088,1,1,2022,4,845
1990,Mercedes-Benz GL 350 CDI,69000,0,6,2015,47,686
1991,Honda City E,69000,Petrol ,10,2014,5.3,161
1992,Maruti Suzuki Baleno Alpha 1.2,40244,1,8,2018,6.9,509
1993,Ford EcoSport Titanium 1.5L Ti-VCT AT,35724,1,2,2017,8.29,109
1994,Hyundai Tucson 2WD MT Diesel,12030,0,4,2021,7.61,301
1995,Maruti Suzuki Ciaz Sigma 1.4 MT,43152,1,12,2017,6.97,554
1996,Hyundai Creta SX Plus 1.6 AT CRDI,120000,0,6,2017,11.95,232
1997,MG Hector Sharp 1.5 DCT Petrol [2019-2020],21105,1,6,2021,18,434
1998,Honda Brio S MT,46089,1,2,2014,4.39,151
1999,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],18568,1,3,2020,4.92,577
2000,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],57847,1,2,2018,5.39,275
2001,Volkswagen Vento Highline Diesel AT,58436,0,8,2015,6.35,930
2002,Maruti Suzuki Swift VXi,52000,1,0,2015,4.9,620
2003,Volkswagen Vento Highline Plus 1.0L TSI Automatic,30788,1,6,2021,13.5,934
2004,Honda Amaze 1.5 S i-DTEC,90354,0,6,2014,4.5,143
2005,Kia Seltos HTE 1.5,11870,1,3,2021,10.75,395
2006,Toyota Corolla Altis 1.8 G L CNG,149500,3,13,2010,3.45,855
2007,Hyundai Xcent S 1.2 (O),44000,1,0,2015,4.75,331
2008,Hyundai Santa Fe 2WD MT [2014-2017],55545,0,2,2015,16.25,290
2009,Tata Tiago Revotron XT [2016-2019],57000,1,9,2018,4.45,840
2010,Skoda Rapid Style 1.5 TDI AT,123000,0,6,2017,8.25,780
2011,Maruti Suzuki Celerio VXi AMT ABS,24595,1,8,2016,4.45,528
2012,Maruti Suzuki Ritz Zxi BS-IV,49000,1,8,2012,3.25,599
2013,Tata Safari XZA Plus Adventure,16600,0,6,2021,24,834
2014,Maruti Suzuki Ciaz Alpha 1.4 MT,30830,1,12,2018,9.23,544
2015,Maruti Suzuki Wagon R 1.0 LXI CNG (O),72000,3,13,2017,4.65,642
2016,Audi A4 2.0 TDI (177bhp) Premium Plus,89070,0,0,2014,16.5,10
2017,Mahindra XUV300 1.2 W6 [2019-2019],15777,1,7,2021,7.24,475
2018,Skoda Kodiaq Style 2.0 TDI 4x4 AT,25000,0,8,2017,29.75,760
2019,Hyundai Creta SX Plus 1.6 AT CRDI,56907,0,7,2018,10.23,232
2020,Toyota Innova Crysta ZX 2.4 AT 7 STR,33500,0,6,2021,31,893
2021,Maruti Suzuki Alto 800 Lxi,24456,1,12,2016,2.98,495
2022,Volkswagen Vento Highline Diesel AT [2015-2016],48000,0,0,2016,7.9,931
2023,Hyundai Grand i10 Nios Sportz 1.2 Kappa VTVT CNG,21187,3,12,2021,7.09,280
2024,Hyundai Elite i20 Magna 1.2,58326,1,4,2014,3.95,250
2025,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],12566,1,3,2019,4.33,577
2026,Maruti Suzuki Celerio ZXi,49821,1,4,2015,3.98,536
2027,Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],25028,1,8,2013,3.95,284
2028,Mahindra KUV100 NXT K2 6 STR,41604,1,0,2018,4.51,453
2029,Maruti Suzuki Wagon R 1.0 LXi,80386,1,12,2011,2.55,643
2030,Mercedes-Benz E-Class E 220 d Avantgarde,17500,0,0,2020,60,679
2031,Maruti Suzuki Ciaz Alpha 1.3 Hybrid,27095,0,7,2019,8.7,542
2032,Honda City VX Diesel,34178,0,7,2018,8.85,176
2033,Mahindra XUV500 W10,37000,0,7,2016,9.75,479
2034,Hyundai Elantra 1.6 SX (O) AT,85930,0,6,2017,13,233
2035,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],35373,1,6,2017,5.3,288
2036,Hyundai Elite i20 Asta 1.2,54136,1,7,2015,4.46,239
2037,BMW 5 Series 530i M Sport [2019-2019],9664,1,8,2022,68,56
2038,Honda Jazz VX Petrol,34640,1,7,2018,5.32,196
2039,Renault Duster RXL Petrol,50244,1,2,2017,6.99,735
2040,Honda WR-V VX MT Petrol,29099,1,8,2018,7.85,202
2041,Volkswagen Polo GT TSI,27239,1,13,2016,6.95,914
2042,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],41000,1,7,2014,2.45,344
2043,Datsun GO+ T (O) W/VDC,15755,1,7,2019,4.98,85
2044,Audi A4 2.0 TDI (177bhp) Premium,57566,0,13,2015,13.95,9
2045,Maruti Suzuki Alto 800 Lxi,65315,1,6,2012,2.39,495
2046,Maruti Suzuki Alto K10 VXi [2014-2019],74200,1,2,2016,3.79,507
2047,Hyundai Elite i20 Magna Executive 1.2,45000,1,0,2018,6.9,252
2048,Skoda Slavia Style 1.0L TSI AT,6098,1,3,2022,16.58,785
2049,Hyundai i10 1.1L iRDE Magna Special Edition,46150,1,0,2016,4.25,337
2050,BMW X1 sDrive20d Expedition,68714,0,6,2016,22.5,64
2051,Honda Amaze 1.2 S i-VTEC,61000,1,0,2013,4.3,135
2052,BMW X1 sDrive20d xLine,7100,0,3,2021,44.75,66
2053,Mercedes-Benz S-Class S 350 CDI,18000,0,0,2017,69,703
2054,Maruti Suzuki Swift VXi AMT [2018-2019],21800,1,2,2020,7.95,623
2055,Hyundai Santro Sportz,47873,1,12,2020,5.89,292
2056,Maruti Suzuki Wagon R 1.0 VXI AMT,84827,1,3,2018,4.75,648
2057,Tata Tiago Revotron XZA [2017-2019],34867,1,8,2017,4.75,844
2058,Volvo V40 D3 R-Design,47000,0,8,2018,16.75,942
2059,Renault Kwid 1.0 RXT AMT Opt [2016-2019],53447,1,3,2019,4.56,741
2060,Bentley Continental GT Coupe,19506,1,6,2008,70,74
2061,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],67844,1,12,2014,3.94,275
2062,Renault Kwid 1.0 RXL [2017-2019],32000,1,13,2017,3.35,739
2063,Honda Amaze 1.2 S AT i-VTEC Opt,15075,1,2,2016,6.49,132
2064,Hyundai Elite i20 Asta 1.2 [2016-2017],100000,1,6,2016,6.5,244
2065,Honda Brio VX AT,46314,1,8,2014,4.35,153
2066,Maruti Suzuki Baleno Zeta 1.3,58238,0,6,2017,7.3,522
2067,Ford Figo Trend 1.2 Ti-VCT,44000,1,0,2017,4.3,125
2068,Skoda Rapid Style 1.6 MPI,45834,1,12,2016,6.66,781
2069,MG Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,22000,0,6,2020,39,430
2070,Ford Aspire Trend Plus CNG,47781,3,12,2019,6.77,95
2071,Honda WR-V VX MT Petrol,51425,1,0,2018,7.35,202
2072,Jaguar XE Prestige Diesel,9090,0,2,2018,37.75,367
2073,Tata Nexon EV XZ Plus,7000,2,0,2022,18.75,812
2074,Honda Amaze 1.2 VX i-VTEC,44114,1,12,2013,4.39,141
2075,Honda Jazz SV Petrol,52000,1,9,2015,4.95,190
2076,Tata Safari XZA New,6625,0,12,2022,26.15,831
2077,Renault Duster 110 PS RXZ 4X2 AMT Diesel,62732,0,13,2018,8.95,725
2078,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],121842,0,6,2018,24,890
2079,Skoda Rapid Ambition 1.6 MPI AT,57702,1,2,2018,8.99,774
2080,Hyundai Verna Fluidic 1.6 VTVT SX Opt,40493,1,2,2015,6.49,323
2081,Maruti Suzuki Swift VDi,65000,0,6,2018,7.5,618
2082,Ford EcoSport Ambiente 1.5L Ti-VCT,30723,1,9,2017,6.25,98
2083,Hyundai i20 Sportz 1.2 (O),15608,1,2,2020,8.89,358
2084,Renault Triber RXZ [2019-2020],19000,1,8,2021,7.65,758
2085,Hyundai Grand i10 Sports Edition 1.1 CRDi,52242,0,7,2015,3.49,282
2086,Tata Harrier XZ [2019-2020],45163,0,0,2019,15.5,801
